Orbit Number,Down Orbits,Up Orbits,Labels,EQtime,,,
32846,1137_328460_20100821_085937_20100821_093752.pkl,1137_328461_20100821_094907_20100821_102653.pkl,0,,,,
32847,1137_328470_20100821_103907_20100821_111624.pkl,1137_328471_20100821_112907_20100821_120526.pkl,0,,,,
32848,1137_328480_20100821_121837_20100821_125424.pkl,1137_328481_20100821_130807_20100821_134326.pkl,0,,,,
32849,1137_328490_20100821_135737_20100821_143153.pkl,1137_328491_20100821_144637_20100821_152056.pkl,1,21-08-2010 14:54,,,
32850,1137_328500_20100821_153537_20100821_160925.pkl,1137_328501_20100821_162437_20100821_165754.pkl,0,,,,
32851,1137_328510_20100821_171307_20100821_174622.pkl,1137_328511_20100821_180137_20100821_183524.pkl,1,21-08-2010 18:48,,,
32852,1137_328520_20100821_185007_20100821_192322.pkl,1137_328521_20100821_193837_20100821_201152.pkl,1,21-08-2010 20:20,,,
32853,1137_328530_20100821_202707_20100821_210021.pkl,1137_328531_20100821_211537_20100821_214851.pkl,0,,,,
32854,1137_328540_20100821_220407_20100821_223721.pkl,1137_328541_20100821_225237_20100821_232551.pkl,1,21-08-2010 23:03,,,
32855,1137_328550_20100821_234107_20100822_001424.pkl,1137_328551_20100822_002937_20100822_010324.pkl,0,,,,
32856,1137_328560_20100822_011807_20100822_015222.pkl,1137_328561_20100822_020707_20100822_024122.pkl,0,,,,
32857,1137_328570_20100822_025537_20100822_033052.pkl,1137_328571_20100822_034437_20100822_042022.pkl,1,22-08-2010 03:49,,,
32858,1137_328580_20100822_043337_20100822_050955.pkl,1137_328581_20100822_052237_20100822_055953.pkl,0,,,,
32859,1137_328590_20100822_061137_20100822_064924.pkl,1137_328591_20100822_070107_20100822_073925.pkl,1,22-08-2010 08:06,,,
32860,1137_328600_20100822_075037_20100822_082855.pkl,1137_328601_20100822_084007_20100822_091825.pkl,1,22-08-2010 09:33,,,
32861,1137_328610_20100822_093007_20100822_100752.pkl,1137_328611_20100822_101937_20100822_105722.pkl,1,22-08-2010 10:22,,,
32862,1137_328620_20100822_110937_20100822_114625.pkl,1137_328621_20100822_115937_20100822_123524.pkl,0,,,,
32863,1137_328630_20100822_124907_20100822_132424.pkl,1137_328631_20100822_133837_20100822_141253.pkl,0,,,,
32864,1137_328640_20100822_142737_20100822_150155.pkl,1137_328641_20100822_151707_20100822_155023.pkl,0,,,,
32865,1137_328650_20100822_160537_20100822_163924.pkl,1137_328651_20100822_165437_20100822_172752.pkl,0,,,,
32866,1137_328660_20100822_174307_20100822_181626.pkl,1137_328661_20100822_183137_20100822_190432.pkl,0,,,,
32867,1137_328670_20100822_192007_20100822_195322.pkl,1137_328671_20100822_200837_20100822_204153.pkl,1,22-08-2010 20:20,,,
33081,1137_330810_20100906_085037_20100906_092852.pkl,1137_330811_20100906_094007_20100906_101753.pkl,1,06-09-2010 09:54,,,
33082,1137_330820_20100906_103007_20100906_110724.pkl,1137_330821_20100906_111937_20100906_115624.pkl,0,,,,
33083,1137_330830_20100906_120937_20100906_124524.pkl,1137_330831_20100906_125907_20100906_133423.pkl,1,06-09-2010 13:46,,,
33084,1137_330840_20100906_134837_20100906_142255.pkl,1137_330841_20100906_143737_20100906_151154.pkl,0,,,,
33085,1137_330850_20100906_152637_20100906_160024.pkl,1137_330851_20100906_161537_20100906_164925.pkl,1,06-09-2010 17:15,,,
33086,1137_330860_20100906_170407_20100906_173754.pkl,1137_330861_20100906_175307_20100906_182623.pkl,0,,,,
33087,1137_330870_20100906_184137_20100906_191451.pkl,1137_330871_20100906_192937_20100906_200324.pkl,1,06-09-2010 20:58,,,
33088,1137_330880_20100906_201807_20100906_205121.pkl,1137_330881_20100906_210637_20100906_213951.pkl,1,06-09-2010 20:58,,,
33089,1137_330890_20100906_215507_20100906_222821.pkl,1137_330891_20100906_224337_20100906_231651.pkl,1,06-09-2010 22:48,,,
33090,1137_330900_20100906_233207_20100907_000524.pkl,1137_330901_20100907_002037_20100907_005424.pkl,1,07-09-2010 00:57,,,
33091,1137_330910_20100907_010907_20100907_014322.pkl,1137_330911_20100907_015807_20100907_023226.pkl,1,07-09-2010 02:11,,,
33092,1137_330920_20100907_024707_20100907_032124.pkl,1137_330921_20100907_033537_20100907_041122.pkl,0,,,,
33093,1137_330930_20100907_042437_20100907_050055.pkl,1137_330931_20100907_051337_20100907_055025.pkl,0,,,,
33094,1137_330940_20100907_060237_20100907_064024.pkl,1137_330941_20100907_065207_20100907_073025.pkl,0,,,,
33095,1137_330950_20100907_074137_20100907_081953.pkl,1137_330951_20100907_083107_20100907_090925.pkl,0,,,,
33096,1137_330960_20100907_092107_20100907_095853.pkl,1137_330961_20100907_101037_20100907_104822.pkl,1,07-09-2010 11:30,,,
33097,1137_330970_20100907_110037_20100907_113725.pkl,1137_330971_20100907_115007_20100907_122622.pkl,1,07-09-2010 11:30,,,
33098,1137_330980_20100907_124007_20100907_131525.pkl,1137_330981_20100907_132937_20100907_140425.pkl,0,,,,
33099,1137_330990_20100907_141837_20100907_145254.pkl,1137_330991_20100907_150807_20100907_154156.pkl,1,07-09-2010 15:41,,,
33100,1137_331000_20100907_155637_20100907_163024.pkl,1137_331001_20100907_164537_20100907_171854.pkl,0,,,,
33101,1137_331010_20100907_173407_20100907_180722.pkl,1137_331011_20100907_182237_20100907_185554.pkl,1,07-09-2010 19:54,,,
33102,1137_331020_20100907_191107_20100907_194422.pkl,1137_331021_20100907_195937_20100907_203255.pkl,1,07-09-2010 19:54,,,
33104,1137_331040_20100907_222437_20100907_225752.pkl,1137_331041_20100907_231307_20100907_234655.pkl,0,,,,
33105,1137_331050_20100908_000207_20100908_003523.pkl,1137_331051_20100908_005037_20100908_012425.pkl,1,08-09-2010 01:54,,,
33106,1137_331060_20100908_013907_20100908_021322.pkl,1137_331061_20100908_022807_20100908_030222.pkl,0,,,,
33107,1137_331070_20100908_031637_20100908_035155.pkl,1137_331071_20100908_040537_20100908_044123.pkl,0,,,,
33108,1137_331080_20100908_045437_20100908_053123.pkl,1137_331081_20100908_054407_20100908_062124.pkl,1,08-09-2010 05:56,,,
33109,1137_331090_20100908_063307_20100908_071053.pkl,1137_331091_20100908_072237_20100908_080054.pkl,1,08-09-2010 08:01,,,
33110,1137_331100_20100908_081207_20100908_085022.pkl,1137_331101_20100908_090137_20100908_093956.pkl,0,,,,
33111,1137_331110_20100908_095137_20100908_102924.pkl,1137_331111_20100908_104107_20100908_111824.pkl,1,08-09-2010 10:54,,,
33112,1137_331120_20100908_113107_20100908_120723.pkl,1137_331121_20100908_122107_20100908_125623.pkl,0,,,,
33113,1137_331130_20100908_131007_20100908_134524.pkl,1137_331131_20100908_135937_20100908_143354.pkl,0,,,,
33114,1137_331140_20100908_144907_20100908_152253.pkl,1137_331141_20100908_153807_20100908_161125.pkl,0,,,,
33115,1137_331150_20100908_162637_20100908_170024.pkl,1137_331151_20100908_171537_20100908_174853.pkl,1,08-09-2010 17:39,,,
33116,1137_331160_20100908_180407_20100908_183721.pkl,1137_331161_20100908_185237_20100908_192554.pkl,1,08-09-2010 19:25,,,
33117,1137_331170_20100908_194037_20100908_201351.pkl,1137_331171_20100908_202907_20100908_210225.pkl,0,,,,
33118,1137_331180_20100908_211737_20100908_215052.pkl,1137_331181_20100908_220607_20100908_223921.pkl,0,,,,
33119,1137_331190_20100908_225437_20100908_232751.pkl,1137_331191_20100908_234307_20100909_001621.pkl,0,,,,
33120,1137_331200_20100909_003137_20100909_010523.pkl,1137_331201_20100909_012037_20100909_015426.pkl,0,,,,
33121,1137_331210_20100909_020907_20100909_024323.pkl,1137_331211_20100909_025807_20100909_033252.pkl,1,09-09-2010 03:41,,,
33122,1137_331220_20100909_034637_20100909_042222.pkl,1137_331221_20100909_043537_20100909_051155.pkl,0,,,,
33123,1137_331230_20100909_052507_20100909_060153.pkl,1137_331231_20100909_061407_20100909_065152.pkl,1,09-09-2010 07:28,,,
33124,1137_331240_20100909_070307_20100909_074125.pkl,1137_331241_20100909_075237_20100909_083123.pkl,1,09-09-2010 07:42,,,
33125,1137_331250_20100909_084237_20100909_092052.pkl,1137_331251_20100909_093207_20100909_101025.pkl,1,09-09-2010 10:31,,,
33126,1137_331260_20100909_102207_20100909_105923.pkl,1137_331261_20100909_111207_20100909_114824.pkl,0,,,,
33127,1137_331270_20100909_120137_20100909_123723.pkl,1137_331271_20100909_125107_20100909_132625.pkl,0,,,,
33128,1137_331280_20100909_134037_20100909_141524.pkl,1137_331281_20100909_143007_20100909_150356.pkl,0,,,,
33129,1137_331290_20100909_151907_20100909_155255.pkl,1137_331291_20100909_160807_20100909_164124.pkl,1,09-09-2010 17:15,,,
33130,1137_331300_20100909_165637_20100909_172952.pkl,1137_331301_20100909_174507_20100909_181826.pkl,0,,,,
33131,1137_331310_20100909_183337_20100909_190652.pkl,1137_331311_20100909_192207_20100909_195526.pkl,0,,,,
33132,1137_331320_20100909_201037_20100909_204352.pkl,1137_331321_20100909_205907_20100909_213222.pkl,0,,,,
33133,1137_331330_20100909_214707_20100909_222022.pkl,1137_331331_20100909_223537_20100909_230925.pkl,0,,,,
33134,1137_331340_20100909_232407_20100909_235752.pkl,1137_331341_20100910_001307_20100910_004622.pkl,0,,,,
33135,1137_331350_20100910_010137_20100910_013522.pkl,1137_331351_20100910_015007_20100910_022426.pkl,1,10-09-2010 02:40,,,
33136,1137_331360_20100910_023907_20100910_031354.pkl,1137_331361_20100910_032807_20100910_040325.pkl,0,,,,
33137,1137_331370_20100910_041707_20100910_045255.pkl,1137_331371_20100910_050607_20100910_054255.pkl,0,,,,
33138,1137_331380_20100910_055507_20100910_063224.pkl,1137_331381_20100910_064407_20100910_072225.pkl,0,,,,
33139,1137_331390_20100910_073337_20100910_081153.pkl,1137_331391_20100910_082307_20100910_090154.pkl,0,,,,
33140,1137_331400_20100910_091307_20100910_095054.pkl,1137_331401_20100910_100237_20100910_104025.pkl,0,,,,
33185,1137_331850_20100913_104437_20100913_112154.pkl,1137_331851_20100913_113437_20100913_121055.pkl,0,,,,
33186,1137_331860_20100913_122407_20100913_125954.pkl,1137_331861_20100913_131337_20100913_134824.pkl,0,,,,
33187,1137_331870_20100913_140307_20100913_143723.pkl,1137_331871_20100913_145207_20100913_152625.pkl,0,,,,
33188,1137_331880_20100913_154107_20100913_161454.pkl,1137_331881_20100913_163007_20100913_170321.pkl,1,13-09-2010 16:44,,,
33189,1137_331890_20100913_171837_20100913_175151.pkl,1137_331891_20100913_180707_20100913_184022.pkl,1,13-09-2010 17:44,,,
33190,1137_331900_20100913_185537_20100913_192851.pkl,1137_331901_20100913_194407_20100913_201722.pkl,0,,,,
33191,1137_331910_20100913_203237_20100913_210551.pkl,1137_331911_20100913_212107_20100913_215421.pkl,0,,,,
33192,1137_331920_20100913_220907_20100913_224221.pkl,1137_331921_20100913_225737_20100913_233124.pkl,1,13-09-2010 23:05,,,
33193,1137_331930_20100913_234637_20100914_001953.pkl,1137_331931_20100914_003507_20100914_010854.pkl,0,,,,
33194,1137_331940_20100914_012337_20100914_015723.pkl,1137_331941_20100914_021237_20100914_024652.pkl,1,14-09-2010 03:23,,,
33195,1137_331950_20100914_030107_20100914_033625.pkl,1137_331951_20100914_035007_20100914_042553.pkl,1,14-09-2010 03:37,,,
33196,1137_331960_20100914_043907_20100914_051525.pkl,1137_331961_20100914_052807_20100914_060523.pkl,0,,,,
33197,1137_331970_20100914_061707_20100914_065452.pkl,1137_331971_20100914_070637_20100914_074455.pkl,1,14-09-2010 07:33,,,
33198,1137_331980_20100914_075607_20100914_083423.pkl,1137_331981_20100914_084537_20100914_092423.pkl,0,,,,
33199,1137_331990_20100914_093537_20100914_101322.pkl,1137_331991_20100914_102537_20100914_110253.pkl,0,,,,
33200,1137_332000_20100914_111507_20100914_115155.pkl,1137_332001_20100914_120507_20100914_124052.pkl,1,14-09-2010 13:08,,,
33201,1137_332010_20100914_125437_20100914_132955.pkl,1137_332011_20100914_134407_20100914_141824.pkl,1,14-09-2010 14:34,,,
33202,1137_332020_20100914_143307_20100914_150725.pkl,1137_332021_20100914_152207_20100914_155553.pkl,0,,,,
33203,1137_332030_20100914_161107_20100914_164454.pkl,1137_332031_20100914_170007_20100914_173324.pkl,0,,,,
33204,1137_332040_20100914_174837_20100914_182156.pkl,1137_332041_20100914_183707_20100914_191024.pkl,0,,,,
33205,1137_332050_20100914_192537_20100914_195852.pkl,1137_332051_20100914_201341_20100914_204653.pkl,0,,,,
33206,1137_332060_20100914_210207_20100914_213523.pkl,1137_332061_20100914_215037_20100914_222352.pkl,0,,,,
33207,1137_332070_20100914_223907_20100914_231222.pkl,1137_332071_20100914_232737_20100915_000052.pkl,1,14-09-2010 23:32,,,
33208,1137_332080_20100915_001607_20100915_004952.pkl,1137_332081_20100915_010507_20100915_013855.pkl,0,,,,
33209,1137_332090_20100915_015337_20100915_022752.pkl,1137_332091_20100915_024237_20100915_031655.pkl,0,,,,
33210,1137_332100_20100915_033107_20100915_040626.pkl,1137_332101_20100915_042007_20100915_045622.pkl,0,,,,
33211,1137_332110_20100915_050907_20100915_054554.pkl,1137_332111_20100915_055807_20100915_063552.pkl,1,15-09-2010 06:05,,,
33212,1137_332120_20100915_064737_20100915_072553.pkl,1137_332121_20100915_073707_20100915_081524.pkl,1,15-09-2010 07:50,,,
33213,1137_332130_20100915_082637_20100915_090454.pkl,1137_332131_20100915_091607_20100915_095424.pkl,0,,,,
33214,1137_332140_20100915_100607_20100915_104353.pkl,1137_332141_20100915_105607_20100915_113253.pkl,1,15-09-2010 12:10,,,
33215,1137_332150_20100915_114537_20100915_122152.pkl,1137_332151_20100915_123537_20100915_131055.pkl,1,15-09-2010 12:29,,,
33216,1137_332160_20100915_132507_20100915_135954.pkl,1137_332161_20100915_141407_20100915_144825.pkl,0,,,,
33217,1137_332170_20100915_150307_20100915_153723.pkl,1137_332171_20100915_155207_20100915_162555.pkl,1,15-09-2010 16:06,,,
33218,1137_332180_20100915_164107_20100915_171421.pkl,1137_332181_20100915_172937_20100915_180254.pkl,1,15-09-2010 18:42,,,
33219,1137_332190_20100915_181807_20100915_185124.pkl,1137_332191_20100915_190637_20100915_193954.pkl,1,15-09-2010 18:42,,,
33220,1137_332200_20100915_195507_20100915_202821.pkl,1137_332201_20100915_204337_20100915_211655.pkl,0,,,,
33221,1137_332210_20100915_213137_20100915_220524.pkl,1137_332211_20100915_222007_20100915_225354.pkl,0,,,,
33222,1137_332220_20100915_230837_20100915_234224.pkl,1137_332221_20100915_235737_20100916_003052.pkl,0,,,,
33223,1137_332230_20100916_004607_20100916_011953.pkl,1137_332231_20100916_013437_20100916_020852.pkl,1,16-09-2010 01:54,,,
33224,1137_332240_20100916_022337_20100916_025753.pkl,1137_332241_20100916_031237_20100916_034722.pkl,0,,,,
33225,1137_332250_20100916_040107_20100916_043652.pkl,1137_332251_20100916_045007_20100916_052654.pkl,0,,,,
33226,1137_332260_20100916_053907_20100916_061623.pkl,1137_332261_20100916_062837_20100916_070622.pkl,0,,,,
33227,1137_332270_20100916_071807_20100916_075625.pkl,1137_332271_20100916_080737_20100916_084555.pkl,0,,,,
33228,1137_332280_20100916_085707_20100916_093523.pkl,1137_332281_20100916_094707_20100916_102452.pkl,0,,,,
33229,1137_332290_20100916_103637_20100916_111353.pkl,1137_332291_20100916_112637_20100916_120253.pkl,0,,,,
33230,1137_332300_20100916_121607_20100916_125153.pkl,1137_332301_20100916_130537_20100916_134056.pkl,0,,,,
33231,1137_332310_20100916_135507_20100916_142922.pkl,1137_332311_20100916_144437_20100916_151823.pkl,1,16-09-2010 15:27,,,
33232,1137_332320_20100916_153337_20100916_160652.pkl,1137_332321_20100916_162207_20100916_165556.pkl,0,,,,
33233,1137_332330_20100916_171107_20100916_174422.pkl,1137_332331_20100916_175937_20100916_183253.pkl,0,,,,
33234,1137_332340_20100916_184807_20100916_192122.pkl,1137_332341_20100916_193607_20100916_200953.pkl,0,,,,
33235,1137_332350_20100916_202437_20100916_205752.pkl,1137_332351_20100916_211307_20100916_214622.pkl,0,,,,
33236,1137_332360_20100916_220137_20100916_223452.pkl,1137_332361_20100916_225007_20100916_232322.pkl,0,,,,
33237,1137_332370_20100916_233837_20100917_001153.pkl,1137_332371_20100917_002707_20100917_010055.pkl,0,,,,
33238,1137_332380_20100917_011607_20100917_014952.pkl,1137_332381_20100917_020437_20100917_023854.pkl,1,17-09-2010 03:25,,,
33239,1137_332390_20100917_025337_20100917_032824.pkl,1137_332391_20100917_034207_20100917_041752.pkl,1,17-09-2010 03:25,,,
33240,1137_332400_20100917_043107_20100917_050726.pkl,1137_332401_20100917_052007_20100917_055724.pkl,1,17-09-2010 06:52,,,
33241,1137_332410_20100917_060937_20100917_064654.pkl,1137_332411_20100917_065837_20100917_073655.pkl,1,17-09-2010 06:52,,,
33242,1137_332420_20100917_074807_20100917_082655.pkl,1137_332421_20100917_083807_20100917_091625.pkl,0,,,,
33243,1137_332430_20100917_092737_20100917_100524.pkl,1137_332431_20100917_101737_20100917_105452.pkl,0,,,,
33244,1137_332440_20100917_110707_20100917_114355.pkl,1137_332441_20100917_115707_20100917_123253.pkl,0,,,,
33245,1137_332450_20100917_124637_20100917_132155.pkl,1137_332451_20100917_133607_20100917_141054.pkl,0,,,,
33246,1137_332460_20100917_142537_20100917_145923.pkl,1137_332461_20100917_151437_20100917_154823.pkl,0,,,,
33247,1137_332470_20100917_160337_20100917_163652.pkl,1137_332471_20100917_165207_20100917_172525.pkl,0,,,,
33248,1137_332480_20100917_174037_20100917_181356.pkl,1137_332481_20100917_182907_20100917_190253.pkl,1,17-09-2010 19:21,,,
33249,1137_332490_20100917_191737_20100917_195052.pkl,1137_332491_20100917_200607_20100917_203924.pkl,0,,,,
33251,1137_332510_20100917_223107_20100917_230421.pkl,1137_332511_20100917_232007_20100917_235321.pkl,0,,,,
33252,1137_332520_20100918_000837_20100918_004153.pkl,1137_332521_20100918_005707_20100918_013054.pkl,0,,,,
33253,1137_332530_20100918_014537_20100918_021954.pkl,1137_332531_20100918_023437_20100918_030922.pkl,1,18-09-2010 03:41,,,
33254,1137_332540_20100918_032337_20100918_035824.pkl,1137_332541_20100918_041237_20100918_044823.pkl,0,,,,
33255,1137_332550_20100918_050137_20100918_053753.pkl,1137_332551_20100918_055037_20100918_062753.pkl,1,18-09-2010 06:08,,,
33256,1137_332560_20100918_063937_20100918_071755.pkl,1137_332561_20100918_072907_20100918_080725.pkl,0,,,,
33258,1137_332580_20100918_095807_20100918_103553.pkl,1137_332581_20100918_104807_20100918_112455.pkl,1,18-09-2010 11:17,,,
33259,1137_332590_20100918_113737_20100918_121352.pkl,1137_332591_20100918_122737_20100918_130254.pkl,0,,,,
33260,1137_332600_20100918_131707_20100918_135153.pkl,1137_332601_20100918_140637_20100918_144054.pkl,1,18-09-2010 14:29,,,
33261,1137_332610_20100918_145537_20100918_152923.pkl,1137_332611_20100918_154437_20100918_161753.pkl,0,,,,
33262,1137_332620_20100918_163307_20100918_170654.pkl,1137_332621_20100918_172207_20100918_175524.pkl,0,,,,
33263,1137_332630_20100918_181037_20100918_184352.pkl,1137_332631_20100918_185907_20100918_193224.pkl,1,18-09-2010 20:16,,,
33264,1137_332640_20100918_194707_20100918_202022.pkl,1137_332641_20100918_203537_20100918_210853.pkl,1,18-09-2010 20:16,,,
33265,1137_332650_20100918_212407_20100918_215722.pkl,1137_332651_20100918_221237_20100918_224552.pkl,0,,,,
33266,1137_332660_20100918_230107_20100918_233422.pkl,1137_332661_20100918_234937_20100919_002325.pkl,0,,,,
33267,1137_332670_20100919_003807_20100919_011153.pkl,1137_332671_20100919_012707_20100919_020054.pkl,0,,,,
33268,1137_332680_20100919_021537_20100919_024956.pkl,1137_332681_20100919_030437_20100919_033923.pkl,0,,,,
33269,1137_332690_20100919_035337_20100919_042853.pkl,1137_332691_20100919_044237_20100919_051854.pkl,0,,,,
33270,1137_332700_20100919_053137_20100919_060825.pkl,1137_332701_20100919_062037_20100919_065822.pkl,0,,,,
33271,1137_332710_20100919_071007_20100919_074822.pkl,1137_332711_20100919_075937_20100919_083755.pkl,0,,,,
33272,1137_332720_20100919_084907_20100919_092723.pkl,1137_332721_20100919_093907_20100919_101652.pkl,1,19-09-2010 09:43,,,
33273,1137_332730_20100919_102837_20100919_110554.pkl,1137_332731_20100919_111837_20100919_115455.pkl,1,19-09-2010 11:51,,,
33274,1137_332740_20100919_120807_20100919_124353.pkl,1137_332741_20100919_125807_20100919_133254.pkl,0,,,,
33275,1137_332750_20100919_134707_20100919_142155.pkl,1137_332751_20100919_143637_20100919_151026.pkl,1,19-09-2010 15:03,,,
33276,1137_332760_20100919_152537_20100919_155925.pkl,1137_332761_20100919_161437_20100919_164753.pkl,0,,,,
33277,1137_332770_20100919_170307_20100919_173622.pkl,1137_332771_20100919_175137_20100919_182455.pkl,0,,,,
33278,1137_332780_20100919_184007_20100919_191322.pkl,1137_332781_20100919_192837_20100919_200156.pkl,0,,,,
33279,1137_332790_20100919_201707_20100919_205022.pkl,1137_332791_20100919_210537_20100919_213852.pkl,0,,,,
33280,1137_332800_20100919_215407_20100919_222722.pkl,1137_332801_20100919_224207_20100919_231555.pkl,0,,,,
33281,1137_332810_20100919_233037_20100920_000425.pkl,1137_332811_20100920_001937_20100920_005252.pkl,0,,,,
33282,1137_332820_20100920_010807_20100920_014154.pkl,1137_332821_20100920_015707_20100920_023054.pkl,1,20-09-2010 03:25,,,
33283,1137_332830_20100920_024537_20100920_032024.pkl,1137_332831_20100920_033437_20100920_040952.pkl,1,20-09-2010 03:25,,,
33284,1137_332840_20100920_042337_20100920_045923.pkl,1137_332841_20100920_051237_20100920_054925.pkl,1,20-09-2010 05:42,,,
33285,1137_332850_20100920_060137_20100920_063925.pkl,1137_332851_20100920_065107_20100920_072853.pkl,0,,,,
33286,1137_332860_20100920_074007_20100920_081852.pkl,1137_332861_20100920_083007_20100920_090821.pkl,0,,,,
33287,1137_332870_20100920_091937_20100920_095752.pkl,1137_332871_20100920_100937_20100920_104653.pkl,0,,,,
33288,1137_332880_20100920_105907_20100920_113623.pkl,1137_332881_20100920_114907_20100920_122525.pkl,0,,,,
33289,1137_332890_20100920_123837_20100920_131354.pkl,1137_332891_20100920_132807_20100920_140254.pkl,0,,,,
33290,1137_332900_20100920_141737_20100920_145152.pkl,1137_332901_20100920_150637_20100920_154023.pkl,0,,,,
33291,1137_332910_20100920_155537_20100920_162924.pkl,1137_332911_20100920_164437_20100920_171754.pkl,1,20-09-2010 16:39,,,
33292,1137_332920_20100920_173307_20100920_180624.pkl,1137_332921_20100920_182137_20100920_185454.pkl,0,,,,
33293,1137_332930_20100920_191007_20100920_194321.pkl,1137_332931_20100920_195807_20100920_203125.pkl,0,,,,
33294,1137_332940_20100920_204637_20100920_211951.pkl,1137_332941_20100920_213507_20100920_220821.pkl,0,,,,
33295,1137_332950_20100920_222337_20100920_225651.pkl,1137_332951_20100920_231207_20100920_234522.pkl,0,,,,
33296,1137_332960_20100921_000037_20100921_003423.pkl,1137_332961_20100921_004907_20100921_012254.pkl,0,,,,
33297,1137_332970_20100921_013807_20100921_021153.pkl,1137_332971_20100921_022637_20100921_030122.pkl,0,,,,
33298,1137_332980_20100921_031537_20100921_035055.pkl,1137_332981_20100921_040437_20100921_044023.pkl,0,,,,
33299,1137_332990_20100921_045337_20100921_052954.pkl,1137_332991_20100921_054237_20100921_061953.pkl,0,,,,
33300,1137_333000_20100921_063137_20100921_070955.pkl,1137_333001_20100921_072107_20100921_075925.pkl,0,,,,
33301,1137_333010_20100921_081037_20100921_084925.pkl,1137_333011_20100921_090037_20100921_093855.pkl,0,,,,
33302,1137_333020_20100921_095007_20100921_102753.pkl,1137_333021_20100921_104007_20100921_111723.pkl,1,21-09-2010 12:15,,,
33303,1137_333030_20100921_113007_20100921_120622.pkl,1137_333031_20100921_121937_20100921_125524.pkl,1,21-09-2010 12:15,,,
33304,1137_333040_20100921_130907_20100921_134352.pkl,1137_333041_20100921_135837_20100921_143254.pkl,1,21-09-2010 14:42,,,
33305,1137_333050_20100921_144737_20100921_152154.pkl,1137_333051_20100921_153637_20100921_161026.pkl,0,,,,
33306,1137_333060_20100921_162537_20100921_165852.pkl,1137_333061_20100921_171407_20100921_174724.pkl,0,,,,
33307,1137_333070_20100921_180237_20100921_183552.pkl,1137_333071_20100921_185107_20100921_192426.pkl,1,21-09-2010 19:26,,,
33308,1137_333080_20100921_193937_20100921_201252.pkl,1137_333081_20100921_202807_20100921_210126.pkl,0,,,,
33309,1137_333090_20100921_211637_20100921_214955.pkl,1137_333091_20100921_220437_20100921_223825.pkl,0,,,,
33310,1137_333100_20100921_225307_20100921_232655.pkl,1137_333101_20100921_234207_20100922_001522.pkl,0,,,,
33311,1137_333110_20100922_003037_20100922_010353.pkl,1137_333111_20100922_011907_20100922_015253.pkl,0,,,,
33312,1137_333120_20100922_020807_20100922_024225.pkl,1137_333121_20100922_025637_20100922_033123.pkl,0,,,,
33313,1137_333130_20100922_034537_20100922_042124.pkl,1137_333131_20100922_043437_20100922_050731.pkl,0,,,,
33314,1137_333140_20100922_052337_20100922_060056.pkl,1137_333141_20100922_061237_20100922_065022.pkl,0,,,,
33315,1137_333150_20100922_070207_20100922_074024.pkl,1137_333151_20100922_075137_20100922_082955.pkl,1,22-09-2010 08:00,,,
33316,1137_333160_20100922_084107_20100922_091922.pkl,1137_333161_20100922_093107_20100922_100852.pkl,0,,,,
33317,1137_333170_20100922_102037_20100922_105822.pkl,1137_333171_20100922_111037_20100922_114723.pkl,0,,,,
33318,1137_333180_20100922_120037_20100922_123623.pkl,1137_333181_20100922_125007_20100922_132526.pkl,0,,,,
33319,1137_333190_20100922_133937_20100922_141356.pkl,1137_333191_20100922_142837_20100922_150256.pkl,0,,,,
33320,1137_333200_20100922_151737_20100922_155124.pkl,1137_333201_20100922_160637_20100922_164024.pkl,0,,,,
33321,1137_333210_20100922_165507_20100922_172854.pkl,1137_333211_20100922_174407_20100922_181724.pkl,0,,,,
33322,1137_333220_20100922_183237_20100922_190552.pkl,1137_333221_20100922_192107_20100922_195424.pkl,1,22-09-2010 19:38,,,
33324,1137_333240_20100922_214607_20100922_221922.pkl,1137_333241_20100922_223437_20100922_230752.pkl,0,,,,
33325,1137_333250_20100922_232307_20100922_235622.pkl,1137_333251_20100923_001137_20100923_004524.pkl,0,,,,
33326,1137_333260_20100923_010037_20100923_013353.pkl,1137_333261_20100923_014907_20100923_022326.pkl,0,,,,
33327,1137_333270_20100923_023807_20100923_031225.pkl,1137_333271_20100923_032637_20100923_040155.pkl,1,23-09-2010 03:53,,,
33328,1137_333280_20100923_041537_20100923_045122.pkl,1137_333281_20100923_050437_20100923_054125.pkl,1,23-09-2010 05:28,,,
33329,1137_333290_20100923_055337_20100923_063124.pkl,1137_333291_20100923_064307_20100923_072052.pkl,0,,,,
33330,1137_333300_20100923_073237_20100923_081053.pkl,1137_333301_20100923_082207_20100923_090025.pkl,0,,,,
33331,1137_333310_20100923_091137_20100923_094952.pkl,1137_333311_20100923_100137_20100923_103924.pkl,0,,,,
33332,1137_333320_20100923_105137_20100923_112825.pkl,1137_333321_20100923_114107_20100923_121725.pkl,1,23-09-2010 12:53,,,
33333,1137_333330_20100923_123037_20100923_130623.pkl,1137_333331_20100923_132037_20100923_135525.pkl,0,,,,
33334,1137_333340_20100923_140937_20100923_144352.pkl,1137_333341_20100923_145837_20100923_153256.pkl,0,,,,
33335,1137_333350_20100923_154737_20100923_162125.pkl,1137_333351_20100923_163637_20100923_170953.pkl,1,23-09-2010 16:36,,,
33336,1137_333360_20100923_172507_20100923_175822.pkl,1137_333361_20100923_181337_20100923_184654.pkl,0,,,,
33337,1137_333370_20100923_190207_20100923_193522.pkl,1137_333371_20100923_195037_20100923_202356.pkl,0,,,,
