Orbit Number,Down Orbits,Up Orbits,Labels,EQtime,,,,
33248,1132_332480_20100917_174037_20100917_181356.pkl,1132_332481_20100917_182907_20100917_190253.pkl,1,17-09-2010 19:21,,,,
33249,1132_332490_20100917_191737_20100917_195056.pkl,1132_332491_20100917_200607_20100917_203924.pkl,0,,,,,
33251,1132_332510_20100917_223107_20100917_230425.pkl,1132_332511_20100917_232007_20100917_235325.pkl,0,,,,,
33252,1132_332520_20100918_000837_20100918_004153.pkl,1132_332521_20100918_005707_20100918_013054.pkl,0,,,,,
33253,1132_332530_20100918_014537_20100918_021954.pkl,1132_332531_20100918_023437_20100918_030922.pkl,1,18-09-2010 03:41,,,,
33254,1132_332540_20100918_032337_20100918_035824.pkl,1132_332541_20100918_041237_20100918_044823.pkl,0,,,,,
33255,1132_332550_20100918_050137_20100918_053752.pkl,1132_332551_20100918_055037_20100918_062753.pkl,1,18-09-2010 06:08,,,,
33256,1132_332560_20100918_063937_20100918_071755.pkl,1132_332561_20100918_072907_20100918_080725.pkl,0,,,,,
33258,1132_332580_20100918_095807_20100918_103553.pkl,1132_332581_20100918_104807_20100918_112454.pkl,1,18-09-2010 11:17,,,,
33259,1132_332590_20100918_113737_20100918_121352.pkl,1132_332591_20100918_122737_20100918_130254.pkl,0,,,,,
33260,1132_332600_20100918_131707_20100918_135153.pkl,1132_332601_20100918_140637_20100918_144054.pkl,1,18-09-2010 14:29,,,,
33261,1132_332610_20100918_145537_20100918_152923.pkl,1132_332611_20100918_154437_20100918_161753.pkl,0,,,,,
33262,1132_332620_20100918_163307_20100918_170654.pkl,1132_332621_20100918_172207_20100918_175524.pkl,0,,,,,
33263,1132_332630_20100918_181037_20100918_184352.pkl,1132_332631_20100918_185907_20100918_193224.pkl,1,18-09-2010 20:16,,,,
33264,1132_332640_20100918_194707_20100918_202026.pkl,1132_332641_20100918_203537_20100918_210853.pkl,1,18-09-2010 20:16,,,,
33265,1132_332650_20100918_212407_20100918_215726.pkl,1132_332651_20100918_221237_20100918_224556.pkl,0,,,,,
33266,1132_332660_20100918_230107_20100918_233426.pkl,1132_332661_20100918_234937_20100919_002324.pkl,0,,,,,
33267,1132_332670_20100919_003807_20100919_011153.pkl,1132_332671_20100919_012707_20100919_020054.pkl,0,,,,,
33268,1132_332680_20100919_021537_20100919_024956.pkl,1132_332681_20100919_030437_20100919_033923.pkl,0,,,,,
33269,1132_332690_20100919_035337_20100919_042853.pkl,1132_332691_20100919_044237_20100919_051854.pkl,0,,,,,
33270,1132_332700_20100919_053137_20100919_060825.pkl,1132_332701_20100919_062037_20100919_065822.pkl,0,,,,,
33271,1132_332710_20100919_071007_20100919_074822.pkl,1132_332711_20100919_075937_20100919_083755.pkl,0,,,,,
33272,1132_332720_20100919_084907_20100919_092723.pkl,1132_332721_20100919_093907_20100919_101652.pkl,1,19-09-2010 09:43,,,,
33273,1132_332730_20100919_102837_20100919_110554.pkl,1132_332731_20100919_111837_20100919_115455.pkl,1,19-09-2010 11:51,,,,
33274,1132_332740_20100919_120807_20100919_124353.pkl,1132_332741_20100919_125807_20100919_133254.pkl,0,,,,,
33275,1132_332750_20100919_134707_20100919_142155.pkl,1132_332751_20100919_143637_20100919_151026.pkl,1,19-09-2010 15:03,,,,
33276,1132_332760_20100919_152537_20100919_155925.pkl,1132_332761_20100919_161437_20100919_164753.pkl,0,,,,,
33277,1132_332770_20100919_170307_20100919_173626.pkl,1132_332771_20100919_175137_20100919_182455.pkl,0,,,,,
33278,1132_332780_20100919_184007_20100919_191326.pkl,1132_332781_20100919_192837_20100919_200156.pkl,0,,,,,
33279,1132_332790_20100919_201707_20100919_205026.pkl,1132_332791_20100919_210537_20100919_213856.pkl,0,,,,,
33280,1132_332800_20100919_215407_20100919_222726.pkl,1132_332801_20100919_224207_20100919_231555.pkl,0,,,,,
33281,1132_332810_20100919_233037_20100920_000425.pkl,1132_332811_20100920_001937_20100920_005256.pkl,0,,,,,
33282,1132_332820_20100920_010807_20100920_014154.pkl,1132_332821_20100920_015707_20100920_023054.pkl,1,20-09-2010 03:25,,,,
33283,1132_332830_20100920_024537_20100920_032024.pkl,1132_332831_20100920_033437_20100920_040956.pkl,1,20-09-2010 03:25,,,,
33284,1132_332840_20100920_042337_20100920_045923.pkl,1132_332841_20100920_051237_20100920_054925.pkl,1,20-09-2010 05:42,,,,
33285,1132_332850_20100920_060137_20100920_063925.pkl,1132_332851_20100920_065107_20100920_072853.pkl,0,,,,,
33286,1132_332860_20100920_074007_20100920_081852.pkl,1132_332861_20100920_083007_20100920_090821.pkl,0,,,,,
33287,1132_332870_20100920_091937_20100920_095751.pkl,1132_332871_20100920_100937_20100920_104653.pkl,0,,,,,
33288,1132_332880_20100920_105907_20100920_113623.pkl,1132_332881_20100920_114907_20100920_122525.pkl,0,,,,,
33289,1132_332890_20100920_123837_20100920_131354.pkl,1132_332891_20100920_132807_20100920_140254.pkl,0,,,,,
33290,1132_332900_20100920_141737_20100920_145152.pkl,1132_332901_20100920_150637_20100920_154023.pkl,0,,,,,
33291,1132_332910_20100920_155537_20100920_162924.pkl,1132_332911_20100920_164437_20100920_171754.pkl,1,20-09-2010 16:39,,,,
33292,1132_332920_20100920_173307_20100920_180624.pkl,1132_332921_20100920_182137_20100920_185454.pkl,0,,,,,
33293,1132_332930_20100920_191007_20100920_194326.pkl,1132_332931_20100920_195807_20100920_203125.pkl,0,,,,,
33294,1132_332940_20100920_204637_20100920_211956.pkl,1132_332941_20100920_213507_20100920_220826.pkl,0,,,,,
33295,1132_332950_20100920_222337_20100920_225656.pkl,1132_332951_20100920_231207_20100920_234526.pkl,0,,,,,
33296,1132_332960_20100921_000037_20100921_003423.pkl,1132_332961_20100921_004907_20100921_012254.pkl,0,,,,,
33297,1132_332970_20100921_013807_20100921_021153.pkl,1132_332971_20100921_022637_20100921_030122.pkl,0,,,,,
33298,1132_332980_20100921_031537_20100921_035055.pkl,1132_332981_20100921_040437_20100921_044023.pkl,0,,,,,
33299,1132_332990_20100921_045337_20100921_052954.pkl,1132_332991_20100921_054237_20100921_061953.pkl,0,,,,,
33300,1132_333000_20100921_063137_20100921_070955.pkl,1132_333001_20100921_072107_20100921_075925.pkl,0,,,,,
33301,1132_333010_20100921_081037_20100921_084924.pkl,1132_333011_20100921_090037_20100921_093855.pkl,0,,,,,
33302,1132_333020_20100921_095007_20100921_102753.pkl,1132_333021_20100921_104007_20100921_111723.pkl,1,21-09-2010 12:15,,,,
33303,1132_333030_20100921_113007_20100921_120622.pkl,1132_333031_20100921_121937_20100921_125524.pkl,1,21-09-2010 12:15,,,,
33304,1132_333040_20100921_130907_20100921_134352.pkl,1132_333041_20100921_135837_20100921_143254.pkl,1,21-09-2010 14:42,,,,
33305,1132_333050_20100921_144737_20100921_152154.pkl,1132_333051_20100921_153637_20100921_161026.pkl,0,,,,,
33306,1132_333060_20100921_162537_20100921_165856.pkl,1132_333061_20100921_171407_20100921_174724.pkl,0,,,,,
33307,1132_333070_20100921_180237_20100921_183556.pkl,1132_333071_20100921_185107_20100921_192426.pkl,1,21-09-2010 19:26,,,,
33308,1132_333080_20100921_193937_20100921_201256.pkl,1132_333081_20100921_202807_20100921_210126.pkl,0,,,,,
33309,1132_333090_20100921_211637_20100921_214955.pkl,1132_333091_20100921_220437_20100921_223825.pkl,0,,,,,
33310,1132_333100_20100921_225307_20100921_232655.pkl,1132_333101_20100921_234207_20100922_001526.pkl,0,,,,,
33311,1132_333110_20100922_003037_20100922_010353.pkl,1132_333111_20100922_011907_20100922_015253.pkl,0,,,,,
33312,1132_333120_20100922_020807_20100922_024225.pkl,1132_333121_20100922_025637_20100922_033123.pkl,0,,,,,
33313,1132_333130_20100922_034537_20100922_042124.pkl,1132_333131_20100922_043437_20100922_050731.pkl,0,,,,,
33314,1132_333140_20100922_052337_20100922_060056.pkl,1132_333141_20100922_061237_20100922_065022.pkl,0,,,,,
33315,1132_333150_20100922_070207_20100922_074024.pkl,1132_333151_20100922_075137_20100922_082955.pkl,1,22-09-2010 08:00,,,,
33316,1132_333160_20100922_084107_20100922_091922.pkl,1132_333161_20100922_093107_20100922_100852.pkl,0,,,,,
33317,1132_333170_20100922_102037_20100922_105822.pkl,1132_333171_20100922_111037_20100922_114723.pkl,0,,,,,
33318,1132_333180_20100922_120037_20100922_123623.pkl,1132_333181_20100922_125007_20100922_132526.pkl,0,,,,,
33319,1132_333190_20100922_133937_20100922_141356.pkl,1132_333191_20100922_142837_20100922_150256.pkl,0,,,,,
33320,1132_333200_20100922_151737_20100922_155124.pkl,1132_333201_20100922_160637_20100922_164024.pkl,0,,,,,
33321,1132_333210_20100922_165507_20100922_172854.pkl,1132_333211_20100922_174407_20100922_181724.pkl,0,,,,,
33322,1132_333220_20100922_183237_20100922_190556.pkl,1132_333221_20100922_192107_20100922_195424.pkl,1,22-09-2010 19:38,,,,
33324,1132_333240_20100922_214607_20100922_221926.pkl,1132_333241_20100922_223437_20100922_230756.pkl,0,,,,,
33325,1132_333250_20100922_232307_20100922_235622.pkl,1132_333251_20100923_001137_20100923_004524.pkl,0,,,,,
33326,1132_333260_20100923_010037_20100923_013353.pkl,1132_333261_20100923_014907_20100923_022326.pkl,0,,,,,
33327,1132_333270_20100923_023807_20100923_031225.pkl,1132_333271_20100923_032637_20100923_040155.pkl,1,23-09-2010 03:53,,,,
33328,1132_333280_20100923_041537_20100923_045122.pkl,1132_333281_20100923_050437_20100923_054125.pkl,1,23-09-2010 05:28,,,,
33329,1132_333290_20100923_055337_20100923_063124.pkl,1132_333291_20100923_064307_20100923_072052.pkl,0,,,,,
33330,1132_333300_20100923_073237_20100923_081053.pkl,1132_333301_20100923_082207_20100923_090025.pkl,0,,,,,
33331,1132_333310_20100923_091137_20100923_094952.pkl,1132_333311_20100923_100137_20100923_103924.pkl,0,,,,,
33332,1132_333320_20100923_105137_20100923_112825.pkl,1132_333321_20100923_114107_20100923_121725.pkl,1,23-09-2010 12:53,,,,
33333,1132_333330_20100923_123037_20100923_130623.pkl,1132_333331_20100923_132037_20100923_135525.pkl,0,,,,,
33334,1132_333340_20100923_140937_20100923_144352.pkl,1132_333341_20100923_145837_20100923_153256.pkl,0,,,,,
33335,1132_333350_20100923_154737_20100923_162125.pkl,1132_333351_20100923_163637_20100923_170953.pkl,1,23-09-2010 16:36,,,,
33336,1132_333360_20100923_172507_20100923_175826.pkl,1132_333361_20100923_181337_20100923_184654.pkl,0,,,,,
33337,1132_333370_20100923_190207_20100923_193526.pkl,1132_333371_20100923_195037_20100923_202356.pkl,0,,,,,
33338,1132_333380_20100923_203907_20100923_211226.pkl,1132_333381_20100923_212737_20100923_220056.pkl,0,,,,,
33339,1132_333390_20100923_221537_20100923_224925.pkl,1132_333391_20100923_230437_20100923_233756.pkl,0,,,,,
33340,1132_333400_20100923_235307_20100924_002624.pkl,1132_333401_20100924_004137_20100924_011525.pkl,0,,,,,
33341,1132_333410_20100924_013007_20100924_020422.pkl,1132_333411_20100924_021907_20100924_025324.pkl,0,,,,,
33342,1132_333420_20100924_030737_20100924_034253.pkl,1132_333421_20100924_035637_20100924_043224.pkl,0,,,,,
33343,1132_333430_20100924_044537_20100924_052225.pkl,1132_333431_20100924_053437_20100924_061154.pkl,0,,,,,
33344,1132_333440_20100924_062407_20100924_070153.pkl,1132_333441_20100924_071307_20100924_075125.pkl,0,,,,,
33345,1132_333450_20100924_080237_20100924_084122.pkl,1132_333451_20100924_085237_20100924_093055.pkl,0,,,,,
33346,1132_333460_20100924_094207_20100924_101955.pkl,1132_333461_20100924_103207_20100924_110924.pkl,0,,,,,
33347,1132_333470_20100924_112207_20100924_115822.pkl,1132_333471_20100924_121137_20100924_124724.pkl,0,,,,,
33349,1132_333490_20100924_143937_20100924_151352.pkl,1132_333491_20100924_152907_20100924_160222.pkl,0,,,,,
33350,1132_333500_20100924_161737_20100924_165124.pkl,1132_333501_20100924_170637_20100924_173954.pkl,0,,,,,
33351,1132_333510_20100924_175507_20100924_182824.pkl,1132_333511_20100924_184337_20100924_191654.pkl,1,24-09-2010 19:01,,,,
33352,1132_333520_20100924_193137_20100924_200455.pkl,1132_333521_20100924_202007_20100924_205325.pkl,1,24-09-2010 21:40,,,,
33353,1132_333530_20100924_210837_20100924_214154.pkl,1132_333531_20100924_215707_20100924_223025.pkl,1,24-09-2010 21:40,,,,
33354,1132_333540_20100924_224537_20100924_231856.pkl,1132_333541_20100924_233407_20100925_000726.pkl,0,,,,,
33355,1132_333550_20100925_002237_20100925_005625.pkl,1132_333551_20100925_011137_20100925_014524.pkl,0,,,,,
33356,1132_333560_20100925_020007_20100925_023425.pkl,1132_333561_20100925_024907_20100925_032354.pkl,0,,,,,
33357,1132_333570_20100925_033737_20100925_041324.pkl,1132_333571_20100925_042637_20100925_045732.pkl,0,,,,,
33358,1132_333580_20100925_051537_20100925_055254.pkl,1132_333581_20100925_060507_20100925_064223.pkl,0,,,,,
33359,1132_333590_20100925_065407_20100925_073223.pkl,1132_333591_20100925_074337_20100925_082155.pkl,0,,,,,
33360,1132_333600_20100925_083307_20100925_091123.pkl,1132_333601_20100925_092307_20100925_100052.pkl,0,,,,,
33361,1132_333610_20100925_101237_20100925_105022.pkl,1132_333611_20100925_110237_20100925_113922.pkl,1,25-09-2010 12:06,,,,
33362,1132_333620_20100925_115237_20100925_122823.pkl,1132_333621_20100925_124207_20100925_131725.pkl,0,,,,,
33363,1132_333630_20100925_133137_20100925_140626.pkl,1132_333631_20100925_142107_20100925_145456.pkl,0,,,,,
33364,1132_333640_20100925_151007_20100925_154353.pkl,1132_333641_20100925_155907_20100925_163226.pkl,0,,,,,
33365,1132_333650_20100925_164737_20100925_172056.pkl,1132_333651_20100925_173607_20100925_180924.pkl,0,,,,,
33366,1132_333660_20100925_182437_20100925_185756.pkl,1132_333661_20100925_191307_20100925_194625.pkl,0,,,,,
33434,1132_334340_20100930_092607_20100930_100422.pkl,1132_334341_20100930_101607_20100930_105322.pkl,0,,,,,
33436,1132_334360_20100930_124537_20100930_132022.pkl,1132_334361_20100930_133507_20100930_140924.pkl,1,30-09-2010 13:32,,,,
33437,1132_334370_20100930_142407_20100930_145825.pkl,1132_334371_20100930_151307_20100930_154653.pkl,0,,,,,
33438,1132_334380_20100930_160207_20100930_163526.pkl,1132_334381_20100930_165037_20100930_172923.pkl,0,,,,,
33439,1132_334390_20100930_173937_20100930_181256.pkl,1132_334391_20100930_182807_20100930_190153.pkl,0,,,,,
33440,1132_334400_20100930_191637_20100930_194956.pkl,1132_334401_20100930_200437_20100930_203756.pkl,1,30-09-2010 20:07,,,,
33442,1132_334420_20100930_223007_20100930_230326.pkl,1132_334421_20100930_231837_20100930_235156.pkl,1,30-09-2010 23:30,,,,
33443,1132_334430_20101001_000707_20101001_004054.pkl,1132_334431_20101001_005537_20101001_012925.pkl,1,01-10-2010 01:24,,,,
33444,1132_334440_20101001_014437_20101001_021853.pkl,1132_334441_20101001_023307_20101001_030752.pkl,0,,,,,
33445,1132_334450_20101001_032207_20101001_035723.pkl,1132_334451_20101001_041107_20101001_044654.pkl,1,01-10-2010 05:00,,,,
33446,1132_334460_20101001_050007_20101001_053653.pkl,1132_334461_20101001_054907_20101001_062923.pkl,1,01-10-2010 07:26,,,,
33447,1132_334470_20101001_063837_20101001_071625.pkl,1132_334471_20101001_072737_20101001_080623.pkl,1,01-10-2010 07:26,,,,
33448,1132_334480_20101001_081737_20101001_085554.pkl,1132_334481_20101001_090707_20101001_094524.pkl,0,,,,,
33449,1132_334490_20101001_095637_20101001_103423.pkl,1132_334491_20101001_104337_20101001_112353.pkl,1,01-10-2010 10:51,,,,
33451,1132_334510_20101001_131537_20101001_135024.pkl,1132_334511_20101001_140507_20101001_143925.pkl,1,01-10-2010 14:24,,,,
33452,1132_334520_20101001_145407_20101001_152823.pkl,1132_334521_20101001_154307_20101001_161655.pkl,0,,,,,
33453,1132_334530_20101001_163207_20101001_170526.pkl,1132_334531_20101001_172037_20101001_175922.pkl,0,,,,,
33454,1132_334540_20101001_180907_20101001_184226.pkl,1132_334541_20101001_185737_20101001_193054.pkl,0,,,,,
33455,1132_334550_20101001_194307_20101001_201923.pkl,1132_334551_20101001_203437_20101001_210755.pkl,0,,,,,
33456,1132_334560_20101001_212237_20101001_215925.pkl,1132_334561_20101001_221107_20101001_224454.pkl,0,,,,,
33457,1132_334570_20101001_225937_20101001_233324.pkl,1132_334571_20101001_234837_20101002_002156.pkl,0,,,,,
33458,1132_334580_20101002_003707_20101002_011053.pkl,1132_334581_20101002_012537_20101002_015952.pkl,1,02-10-2010 02:33,,,,
33459,1132_334590_20101002_021437_20101002_024855.pkl,1132_334591_20101002_030307_20101002_033822.pkl,1,02-10-2010 02:54,,,,
33460,1132_334600_20101002_035207_20101002_042752.pkl,1132_334601_20101002_044107_20101002_051724.pkl,0,,,,,
33461,1132_334610_20101002_053007_20101002_060723.pkl,1132_334611_20101002_061937_20101002_070025.pkl,0,,,,,
33462,1132_334620_20101002_070837_20101002_074652.pkl,1132_334621_20101002_075807_20101002_083653.pkl,0,,,,,
33463,1132_334630_20101002_084737_20101002_092622.pkl,1132_334631_20101002_093737_20101002_101522.pkl,0,,,,,
33464,1132_334640_20101002_102737_20101002_110453.pkl,1132_334641_20101002_111407_20101002_115353.pkl,1,02-10-2010 11:29,,,,
33465,1132_334650_20101002_120707_20101002_124253.pkl,1132_334651_20101002_125637_20101002_133152.pkl,0,,,,,
33466,1132_334660_20101002_134607_20101002_142026.pkl,1132_334661_20101002_143507_20101002_150926.pkl,0,,,,,
33467,1132_334670_20101002_152407_20101002_155755.pkl,1132_334671_20101002_161307_20101002_164656.pkl,0,,,,,
33468,1132_334680_20101002_170207_20101002_173526.pkl,1132_334681_20101002_175037_20101002_182354.pkl,0,,,,,
33469,1132_334690_20101002_183907_20101002_191226.pkl,1132_334691_20101002_192707_20101002_200054.pkl,0,,,,,
33471,1132_334710_20101002_215237_20101002_222556.pkl,1132_334711_20101002_224107_20101002_231426.pkl,0,,,,,
33472,1132_334720_20101002_232937_20101003_000255.pkl,1132_334721_20101003_001807_20101003_005155.pkl,0,,,,,
33473,1132_334730_20101003_010637_20101003_014052.pkl,1132_334731_20101003_015537_20101003_022956.pkl,0,,,,,
33474,1132_334740_20101003_024437_20101003_031854.pkl,1132_334741_20101003_033307_20101003_040823.pkl,1,03-10-2010 04:30,,,,
33475,1132_334750_20101003_042207_20101003_045824.pkl,1132_334751_20101003_051107_20101003_055053.pkl,0,,,,,
33476,1132_334760_20101003_060007_20101003_063755.pkl,1132_334761_20101003_064937_20101003_072755.pkl,1,03-10-2010 07:31,,,,
33477,1132_334770_20101003_073907_20101003_081723.pkl,1132_334771_20101003_082837_20101003_090655.pkl,1,03-10-2010 08:10,,,,
33478,1132_334780_20101003_091837_20101003_095624.pkl,1132_334781_20101003_100507_20101003_104554.pkl,0,,,,,
33479,1132_334790_20101003_105807_20101003_113455.pkl,1132_334791_20101003_114737_20101003_122356.pkl,1,03-10-2010 13:04,,,,
33480,1132_334800_20101003_123737_20101003_131255.pkl,1132_334801_20101003_132707_20101003_140154.pkl,1,03-10-2010 13:04,,,,
33481,1132_334810_20101003_141607_20101003_145024.pkl,1132_334811_20101003_150537_20101003_153926.pkl,1,03-10-2010 15:20,,,,
33482,1132_334820_20101003_155407_20101003_162755.pkl,1132_334821_20101003_164307_20101003_171626.pkl,1,03-10-2010 16:42,,,,
33483,1132_334830_20101003_173137_20101003_180456.pkl,1132_334831_20101003_182007_20101003_185353.pkl,0,,,,,
33484,1132_334840_20101003_190837_20101003_194156.pkl,1132_334841_20101003_195707_20101003_203025.pkl,0,,,,,
33485,1132_334850_20101003_204237_20101003_212155.pkl,1132_334851_20101003_213407_20101003_220725.pkl,0,,,,,
33486,1132_334860_20101003_222207_20101003_225525.pkl,1132_334861_20101003_231037_20101003_234424.pkl,1,04-10-2010 00:06,,,,
33487,1132_334870_20101003_235937_20101004_003253.pkl,1132_334871_20101004_004807_20101004_012154.pkl,1,04-10-2010 01:38,,,,
33488,1132_334880_20101004_013637_20101004_021052.pkl,1132_334881_20101004_022537_20101004_025952.pkl,0,,,,,
33489,1132_334890_20101004_031407_20101004_034922.pkl,1132_334891_20101004_040307_20101004_043853.pkl,1,04-10-2010 05:11,,,,
33490,1132_334900_20101004_045207_20101004_052852.pkl,1132_334901_20101004_054107_20101004_062122.pkl,0,,,,,
33491,1132_334910_20101004_063037_20101004_070822.pkl,1132_334911_20101004_072007_20101004_075825.pkl,0,,,,,
33492,1132_334920_20101004_080937_20101004_084752.pkl,1132_334921_20101004_085907_20101004_093725.pkl,1,04-10-2010 09:21,,,,
33493,1132_334930_20101004_094907_20101004_102655.pkl,1132_334931_20101004_103537_20101004_111555.pkl,1,04-10-2010 11:48,,,,
33494,1132_334940_20101004_112837_20101004_120452.pkl,1132_334941_20101004_121807_20101004_125354.pkl,1,04-10-2010 12:08,,,,
33495,1132_334950_20101004_130737_20101004_134254.pkl,1132_334951_20101004_135707_20101004_143124.pkl,1,04-10-2010 14:35,,,,
33497,1132_334970_20101004_162407_20101004_165754.pkl,1132_334971_20101004_171307_20101004_174622.pkl,0,,,,,
33498,1132_334980_20101004_180137_20101004_183454.pkl,1132_334981_20101004_185007_20101004_192324.pkl,0,,,,,
33499,1132_334990_20101004_193507_20101004_201123.pkl,1132_334991_20101004_202637_20101004_205955.pkl,0,,,,,
33500,1132_335000_20101004_211507_20101004_215122.pkl,1132_335001_20101004_220337_20101004_223656.pkl,0,,,,,
33501,1132_335010_20101004_225207_20101004_232526.pkl,1132_335011_20101004_234037_20101005_001356.pkl,1,05-10-2010 00:32,,,,
33502,1132_335020_20101005_002907_20101005_010253.pkl,1132_335021_20101005_011807_20101005_015156.pkl,0,,,,,
33503,1132_335030_20101005_020637_20101005_024055.pkl,1132_335031_20101005_025537_20101005_033026.pkl,1,05-10-2010 03:36,,,,
33504,1132_335040_20101005_034407_20101005_041954.pkl,1132_335041_20101005_043307_20101005_050924.pkl,1,05-10-2010 05:45,,,,
33505,1132_335050_20101005_052207_20101005_055431.pkl,1132_335051_20101005_061137_20101005_065225.pkl,0,,,,,
33506,1132_335060_20101005_070037_20101005_073855.pkl,1132_335061_20101005_075007_20101005_082854.pkl,1,05-10-2010 08:26,,,,
33508,1132_335080_20101005_101937_20101005_105654.pkl,1132_335081_20101005_110607_20101005_114555.pkl,0,,,,,
33509,1132_335090_20101005_115907_20101005_123453.pkl,1132_335091_20101005_124837_20101005_132355.pkl,0,,,,,
33510,1132_335100_20101005_133807_20101005_141256.pkl,1132_335101_20101005_142737_20101005_150126.pkl,0,,,,,
33511,1132_335110_20101005_151637_20101005_155025.pkl,1132_335111_20101005_160537_20101005_163855.pkl,0,,,,,
33512,1132_335120_20101005_165407_20101005_172726.pkl,1132_335121_20101005_174237_20101005_181556.pkl,0,,,,,
33513,1132_335130_20101005_183107_20101005_190426.pkl,1132_335131_20101005_191937_20101005_195256.pkl,1,05-10-2010 19:22,,,,
33515,1132_335150_20101005_214437_20101005_221756.pkl,1132_335151_20101005_223307_20101005_230626.pkl,1,05-10-2010 23:42,,,,
33516,1132_335160_20101005_232137_20101005_235522.pkl,1132_335161_20101006_001037_20101006_004356.pkl,1,06-10-2010 00:49,,,,
33517,1132_335170_20101006_005907_20101006_013252.pkl,1132_335171_20101006_014737_20101006_022156.pkl,0,,,,,
33518,1132_335180_20101006_023637_20101006_031124.pkl,1132_335181_20101006_032537_20101006_040055.pkl,0,,,,,
33519,1132_335190_20101006_041407_20101006_045026.pkl,1132_335191_20101006_050337_20101006_054253.pkl,0,,,,,
33520,1132_335200_20101006_055237_20101006_062953.pkl,1132_335201_20101006_064137_20101006_071955.pkl,0,,,,,
33521,1132_335210_20101006_073107_20101006_080925.pkl,1132_335211_20101006_082037_20101006_085924.pkl,0,,,,,
33522,1132_335220_20101006_091037_20101006_094823.pkl,1132_335221_20101006_095707_20101006_103754.pkl,0,,,,,
33523,1132_335230_20101006_105007_20101006_112655.pkl,1132_335231_20101006_114007_20101006_121553.pkl,0,,,,,
33524,1132_335240_20101006_122937_20101006_130455.pkl,1132_335241_20101006_131907_20101006_135355.pkl,0,,,,,
33525,1132_335250_20101006_140837_20101006_144255.pkl,1132_335251_20101006_145737_20101006_153123.pkl,0,,,,,
33526,1132_335260_20101006_154637_20101006_161956.pkl,1132_335261_20101006_163507_20101006_171352.pkl,1,06-10-2010 17:49,,,,
33527,1132_335270_20101006_172407_20101006_175726.pkl,1132_335271_20101006_181237_20101006_184552.pkl,1,06-10-2010 17:49,,,,
33528,1132_335280_20101006_190037_20101006_193425.pkl,1132_335281_20101006_194907_20101006_202225.pkl,1,06-10-2010 19:43,,,,
33529,1132_335290_20101006_203437_20101006_211353.pkl,1132_335291_20101006_212607_20101006_215926.pkl,1,06-10-2010 21:07,,,,
33530,1132_335300_20101006_221437_20101006_224756.pkl,1132_335301_20101006_230307_20101006_233626.pkl,0,,,,,
33531,1132_335310_20101006_235137_20101007_002455.pkl,1132_335311_20101007_004007_20101007_011355.pkl,1,07-10-2010 01:40,,,,
33532,1132_335320_20101007_012907_20101007_020255.pkl,1132_335321_20101007_021737_20101007_025222.pkl,0,,,,,
33533,1132_335330_20101007_030637_20101007_034123.pkl,1132_335331_20101007_035537_20101007_043055.pkl,0,,,,,
33534,1132_335340_20101007_044437_20101007_052054.pkl,1132_335341_20101007_053337_20101007_061355.pkl,0,,,,,
33535,1132_335350_20101007_062237_20101007_070023.pkl,1132_335351_20101007_071207_20101007_075025.pkl,0,,,,,
33536,1132_335360_20101007_080137_20101007_083952.pkl,1132_335361_20101007_085107_20101007_092925.pkl,0,,,,,
33537,1132_335370_20101007_094107_20101007_101854.pkl,1132_335371_20101007_102737_20101007_110754.pkl,0,,,,,
33538,1132_335380_20101007_111237_20101007_114258.pkl,1132_335381_20101007_121007_20101007_124554.pkl,0,,,,,
33539,1132_335390_20101007_130007_20101007_133453.pkl,1132_335391_20101007_134907_20101007_142353.pkl,0,,,,,
33540,1132_335400_20101007_143837_20101007_151224.pkl,1132_335401_20101007_152737_20101007_160123.pkl,0,,,,,
33541,1132_335410_20101007_161637_20101007_164956.pkl,1132_335411_20101007_170507_20101007_174353.pkl,0,,,,,
33542,1132_335420_20101007_175337_20101007_182655.pkl,1132_335421_20101007_184207_20101007_191526.pkl,0,,,,,
33543,1132_335430_20101007_192737_20101007_200354.pkl,1132_335431_20101007_201907_20101007_205226.pkl,1,07-10-2010 20:58,,,,
33544,1132_335440_20101007_210407_20101007_214323.pkl,1132_335441_20101007_215537_20101007_222856.pkl,1,07-10-2010 22:28,,,,
33545,1132_335450_20101007_224407_20101007_231726.pkl,1132_335451_20101007_233237_20101008_000625.pkl,0,,,,,
33546,1132_335460_20101008_002137_20101008_005455.pkl,1132_335461_20101008_011007_20101008_014354.pkl,0,,,,,
33547,1132_335470_20101008_015837_20101008_023252.pkl,1132_335471_20101008_024737_20101008_032224.pkl,1,08-10-2010 03:26,,,,
33548,1132_335480_20101008_033637_20101008_041154.pkl,1132_335481_20101008_042537_20101008_050123.pkl,1,08-10-2010 04:19,,,,
33549,1132_335490_20101008_051437_20101008_055122.pkl,1132_335491_20101008_060337_20101008_064422.pkl,0,,,,,
33550,1132_335500_20101008_065307_20101008_073053.pkl,1132_335501_20101008_074207_20101008_082053.pkl,0,,,,,
33551,1132_335510_20101008_083207_20101008_091023.pkl,1132_335511_20101008_092137_20101008_095955.pkl,1,08-10-2010 10:15,,,,
33554,1132_335540_20101008_133007_20101008_140454.pkl,1132_335541_20101008_141937_20101008_145354.pkl,0,,,,,
33555,1132_335550_20101008_150837_20101008_154222.pkl,1132_335551_20101008_155737_20101008_163054.pkl,0,,,,,
